faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,detector,faults_pred,delta
2,1,450,0.28801,3692.1,4649.0,9.7026,26.49,42.66,2688.1,74.6,120.41,0.6718,81.43,49.548,2615.7,25.425,49.379,3090.6,22.646,62.914,128.23,340.35,94.563,78.702,32.003,9.1046,26.968,6.6804,18.908,1.0061,32.655,13.938,24.207,1.3167,18.676,1.4481,5.0836,2.4178,0.028348,0.83408,0.044069,53.82,42.718,62.961,55.109,28.514,62.996,20.639,80.859,36.771,45.096,24.058,41.23,17.589,1,2,1
2,1,451,0.28807,3686.2,4602.4,9.5614,27.09,42.396,2686.9,73.799,120.41,0.67808,81.211,50.901,2614.0,24.45,51.425,3089.6,22.861,62.882,127.88,340.11,94.474,78.848,32.003,9.1046,26.968,6.6804,18.908,1.0061,32.655,13.938,24.207,1.3167,18.676,1.4481,5.0836,2.4178,0.028348,0.83408,0.044069,53.82,42.718,63.062,55.667,28.508,63.217,20.61,80.093,40.751,49.831,24.153,40.883,17.086,1,2,1
2,1,452,0.29631,3723.9,4650.8,9.615,26.982,42.138,2691.8,74.177,120.44,0.69824,81.617,49.499,2620.5,25.436,49.842,3093.2,22.761,62.848,128.56,340.73,94.455,79.957,32.056,9.0276,26.842,6.9151,18.926,1.0011,32.623,13.936,24.657,1.2616,18.495,1.3582,5.1807,2.4933,0.024022,0.83355,0.075053,53.95,42.995,64.692,55.418,29.273,65.137,21.248,83.813,36.625,46.169,23.951,42.017,17.242,1,2,1
2,1,453,0.29675,3742.7,4650.8,9.5815,26.655,42.65,2694.5,75.389,120.43,0.69906,81.986,49.775,2622.8,24.209,49.831,3097.5,22.3,62.976,126.36,340.36,94.067,79.7,32.056,9.0276,26.842,6.9151,18.926,1.0011,32.623,13.936,24.657,1.2616,18.495,1.3582,5.1807,2.4933,0.024022,0.83355,0.075053,53.95,42.995,64.37,55.417,29.23,66.067,21.175,83.713,37.438,46.143,24.112,41.725,18.312,1,2,1
2,1,454,0.29422,3683.9,4616.2,9.5674,27.059,42.621,2691.5,74.695,120.43,0.69918,81.844,49.626,2619.7,24.16,50.869,3095.0,22.002,63.042,125.3,339.69,94.393,79.293,32.178,8.9069,26.666,6.9223,18.898,1.03,32.303,13.902,24.528,1.1274,18.854,1.3163,5.0358,2.4782,0.024022,0.83355,0.075053,53.95,42.995,63.402,55.762,28.796,63.753,20.944,83.824,37.0,48.545,24.169,42.159,19.031,1,2,1
2,1,455,0.29537,3667.7,4667.7,9.6131,26.527,42.821,2689.1,76.252,120.38,0.69948,81.509,49.308,2617.2,25.02,50.124,3091.7,23.22,63.041,126.25,340.28,94.382,78.554,32.178,8.9069,26.666,6.9223,18.898,1.03,32.303,13.902,24.528,1.1274,18.854,1.3163,5.0358,2.4782,0.024022,0.83355,0.075053,53.95,42.995,63.681,55.146,28.683,64.269,20.808,83.788,36.063,46.821,24.052,41.12,16.195,1,2,1
2,1,456,0.28168,3679.4,4631.2,9.547,26.824,42.561,2689.0,73.943,120.39,0.69385,81.418,48.484,2617.4,25.228,52.141,3088.3,23.039,62.95,126.27,341.03,94.486,79.104,32.422,8.9943,26.299,6.8125,19.311,0.98429,32.681,13.697,23.898,1.2832,18.814,1.4057,5.2255,2.5218,0.024022,0.83355,0.075053,53.95,42.995,63.381,55.628,27.858,62.884,21.383,83.713,33.639,51.488,24.022,40.792,16.602,1,2,1
2,1,457,0.28232,3678.9,4655.1,9.584,26.28,42.756,2689.2,74.576,120.38,0.69502,81.499,49.379,2617.6,24.297,51.339,3090.6,22.466,62.934,126.87,340.56,94.485,79.238,32.422,8.9943,26.299,6.8125,19.311,0.98429,32.681,13.697,23.898,1.2832,18.814,1.4057,5.2255,2.5218,0.024157,0.83443,0.070217,53.656,43.543,63.39,55.343,27.794,64.508,20.861,83.571,36.273,49.632,23.922,41.297,17.949,1,2,1
2,1,458,0.26029,3753.0,4611.4,9.6731,27.046,42.423,2689.7,74.121,120.41,0.67401,81.514,49.218,2618.0,23.893,51.382,3089.8,22.193,62.888,126.99,341.37,94.49,79.095,31.93,9.1033,26.499,6.9289,18.709,0.98458,32.794,13.862,24.441,1.4451,19.23,1.4128,5.1696,2.3992,0.024157,0.83443,0.070217,53.656,43.543,63.092,54.796,25.088,64.584,21.468,80.611,35.798,49.732,23.877,41.113,18.608,1,2,1
2,1,459,0.2561,3708.7,4594.7,9.5855,27.012,43.087,2687.5,75.422,120.38,0.67268,81.394,49.485,2615.7,25.948,50.092,3089.4,23.065,62.889,126.68,340.96,94.32,78.951,31.93,9.1033,26.499,6.9289,18.709,0.98458,32.794,13.862,24.441,1.4451,19.23,1.4128,5.1696,2.3992,0.024157,0.83443,0.070217,53.656,43.543,63.854,54.996,25.5,63.593,21.112,80.773,36.584,46.746,23.87,41.453,16.556,1,2,1
2,1,460,0.30513,3672.0,4658.2,9.6437,26.603,42.403,2689.3,75.244,120.42,0.69276,81.52,48.964,2617.6,24.745,48.565,3090.6,22.149,62.861,125.06,341.05,94.484,79.117,31.939,8.8952,26.678,6.9438,18.465,0.99931,33.164,13.859,24.064,1.3074,18.445,1.4407,5.1111,2.3852,0.024157,0.83443,0.070217,53.656,43.543,63.476,55.675,30.066,63.823,21.169,82.665,35.05,43.214,23.98,41.578,18.721,1,2,1
2,1,461,0.30655,3672.0,4640.2,9.4676,27.297,42.692,2689.5,75.493,120.41,0.69116,81.334,49.536,2616.6,24.234,48.544,3090.3,22.476,62.82,126.33,340.72,94.514,78.892,31.939,8.8952,26.678,6.9438,18.465,0.99931,33.164,13.859,24.064,1.3074,18.445,1.4407,5.1111,2.3852,0.024157,0.83443,0.070217,53.656,43.543,63.476,55.89,29.927,65.236,21.296,82.86,36.734,43.164,23.835,41.547,17.967,1,2,1
2,1,462,0.30881,3715.3,4644.1,9.6408,26.898,43.014,2689.5,74.869,120.37,0.69295,81.171,49.191,2616.7,26.138,51.497,3091.0,23.687,62.782,125.93,341.22,94.459,78.941,32.154,8.8304,26.729,7.0768,18.715,0.99678,33.011,14.006,24.165,1.3784,18.69,1.3678,5.1808,2.5336,0.038585,0.84533,0.064705,54.599,43.549,62.549,56.475,30.038,63.452,21.089,82.617,35.719,49.998,23.858,41.004,15.11,1,2,1
2,1,463,0.30923,3683.9,4690.8,9.716,26.99,42.75,2695.0,74.107,120.43,0.69491,81.549,49.179,2623.1,24.281,50.852,3094.9,23.599,62.771,126.6,341.81,94.408,79.363,32.154,8.8304,26.729,7.0768,18.715,0.99678,33.011,14.006,24.165,1.3784,18.69,1.3678,5.1808,2.5336,0.038585,0.84533,0.064705,54.599,43.549,63.089,55.915,29.996,63.835,21.624,82.377,35.682,48.507,23.778,41.865,15.278,1,2,1
2,1,464,0.28707,3635.7,4645.0,9.7573,26.48,42.708,2694.2,73.815,120.39,0.7078,81.39,50.321,2622.2,25.007,49.406,3095.9,23.907,62.777,124.8,341.35,94.585,78.913,32.564,9.0527,26.639,6.8088,18.905,0.96535,32.804,13.854,24.407,1.343,18.821,1.3764,5.1699,2.4162,0.038585,0.84533,0.064705,54.599,43.549,62.631,55.881,28.387,64.06,21.166,84.91,39.044,45.159,23.918,41.296,14.571,1,2,1
2,1,465,0.28818,3642.8,4670.9,9.668,26.606,42.782,2693.9,73.794,120.39,0.71066,81.1,48.644,2621.7,24.665,50.41,3094.2,23.248,62.706,126.5,342.18,94.585,78.739,32.564,9.0527,26.639,6.8088,18.905,0.96535,32.804,13.854,24.407,1.343,18.821,1.3764,5.1699,2.4162,0.038585,0.84533,0.064705,54.599,43.549,62.509,55.572,28.278,62.438,21.483,84.561,34.108,47.482,23.746,41.752,16.177,1,2,1
2,1,466,0.24499,3709.6,4658.1,9.7292,26.826,42.737,2696.6,75.132,120.38,0.69568,81.18,48.931,2624.6,27.498,49.295,3096.0,22.448,62.668,127.69,342.61,94.554,79.344,31.699,8.9576,26.717,6.989,18.692,1.006,32.695,13.825,24.007,1.3059,18.896,1.397,5.0732,2.4457,0.038585,0.84533,0.064705,54.599,43.549,63.652,55.252,24.362,64.435,21.637,82.463,34.954,44.902,23.624,41.074,18.043,1,2,1
2,1,467,0.24556,3715.5,4601.4,9.7694,26.809,42.7,2699.7,74.63,120.44,0.69618,81.508,50.636,2628.6,24.377,50.809,3098.6,23.357,62.699,126.37,342.74,94.264,79.826,31.699,8.9576,26.717,6.989,18.692,1.006,32.695,13.825,24.007,1.3059,18.896,1.397,5.0732,2.4457,0.020536,0.82284,0.057205,53.719,43.724,63.552,55.931,24.305,63.715,21.919,82.403,39.971,48.407,24.009,42.285,15.83,1,2,1
2,1,468,0.32951,3653.0,4649.1,9.8205,27.088,42.465,2702.5,74.984,120.4,0.69039,81.718,48.994,2630.5,23.335,50.909,3102.9,22.39,62.808,126.62,342.26,94.368,79.371,32.269,8.792,27.265,6.9112,18.359,0.96801,32.919,13.773,24.807,1.2203,18.636,1.3629,5.1357,2.4504,0.020536,0.82284,0.057205,53.719,43.724,63.029,55.88,32.621,61.399,21.703,82.379,35.139,48.637,24.083,40.96,18.123,1,2,1
2,1,469,0.33125,3662.4,4666.2,9.6158,27.076,42.78,2701.5,74.571,120.42,0.69592,81.431,50.25,2629.4,25.395,50.541,3103.0,23.405,62.831,125.61,343.01,94.357,79.461,32.269,8.792,27.265,6.9112,18.359,0.96801,32.919,13.773,24.807,1.2203,18.636,1.3629,5.1357,2.4504,0.020536,0.82284,0.057205,53.719,43.724,62.868,55.675,32.45,62.703,21.617,81.704,38.834,47.786,24.273,41.856,15.706,1,2,1
2,1,470,0.27918,3700.3,4731.0,9.6766,27.17,42.619,2700.6,74.873,120.4,0.68982,81.225,50.758,2628.9,24.118,49.748,3101.4,23.725,62.82,127.56,342.85,94.45,79.02,32.252,8.9272,27.143,6.6645,18.695,0.9967,32.469,13.792,24.782,1.2596,18.682,1.3467,5.1512,2.4406,0.020536,0.82284,0.057205,53.719,43.724,62.833,55.758,27.15,63.918,21.791,81.018,40.331,45.951,24.199,41.318,14.984,1,2,1
2,1,471,0.27805,3694.7,4684.3,9.743,26.923,42.691,2704.5,74.668,120.42,0.68628,81.428,49.022,2632.4,24.729,50.172,3104.1,23.17,62.808,128.59,343.56,94.433,79.667,32.252,8.9272,27.143,6.6645,18.695,0.9967,32.469,13.792,24.782,1.2596,18.682,1.3467,5.1512,2.4406,0.020536,0.82284,0.057205,53.719,43.724,62.93,56.318,27.261,63.373,21.945,81.45,35.223,46.933,24.209,41.859,16.246,1,2,1
2,1,472,0.27669,3746.4,4619.8,9.5989,26.831,42.588,2703.5,74.922,120.44,0.68682,81.344,50.123,2632.3,24.14,50.141,3105.0,22.571,62.817,126.81,343.1,94.22,78.784,32.605,8.7491,26.871,6.9637,18.471,0.98561,33.068,13.745,24.75,1.354,18.971,1.3765,5.1574,2.3749,0.011648,0.84469,0.056407,54.075,44.547,64.293,56.306,27.563,62.786,21.718,81.832,38.463,46.86,23.888,42.051,17.72,1,2,1
2,1,473,0.27864,3726.7,4668.9,9.5128,27.031,42.829,2701.0,73.896,120.39,0.68669,81.136,49.87,2630.0,24.364,49.396,3101.3,23.713,62.788,128.17,343.1,94.246,79.005,32.605,8.7491,26.871,6.9637,18.471,0.98561,33.068,13.745,24.75,1.354,18.971,1.3765,5.1574,2.3749,0.011648,0.84469,0.056407,54.075,44.547,64.631,55.719,27.371,63.181,21.753,81.848,37.718,45.137,23.618,41.57,15.004,1,2,1
2,1,474,0.24272,3649.0,4715.7,9.6455,26.686,42.542,2701.0,74.859,120.43,0.68411,81.227,50.698,2629.5,25.175,48.373,3100.1,22.718,62.702,125.98,343.42,94.313,79.222,32.266,8.8241,27.1,6.6416,19.023,0.95379,32.852,13.822,24.596,1.1121,18.37,1.3399,5.0508,2.4024,0.011648,0.84469,0.056407,54.075,44.547,63.408,55.741,23.713,65.08,21.848,80.815,40.153,42.769,23.669,42.283,17.348,1,2,1
2,1,475,0.24136,3699.2,4680.6,9.6181,26.636,42.611,2699.6,74.508,120.35,0.68384,81.041,48.179,2627.7,25.819,49.714,3098.6,22.908,62.684,123.77,343.66,94.547,78.968,32.266,8.8241,27.1,6.6416,19.023,0.95379,32.852,13.822,24.596,1.1121,18.37,1.3399,5.0508,2.4024,0.011648,0.84469,0.056407,54.075,44.547,62.544,56.161,23.847,64.611,21.915,80.848,32.74,45.872,23.721,40.492,16.93,1,2,1
2,1,476,0.27057,3748.2,4646.3,9.6842,27.254,42.965,2700.3,74.492,120.4,0.69173,81.105,50.777,2628.8,24.282,50.378,3099.0,23.268,62.632,125.0,343.54,94.225,79.179,32.284,9.0647,26.762,7.0082,18.895,1.0005,32.99,13.804,24.745,1.2404,18.719,1.4063,5.0524,2.3467,0.011648,0.84469,0.056407,54.075,44.547,64.602,55.223,26.9,63.388,22.192,81.89,40.385,47.408,23.469,41.997,16.068,1,2,1
2,1,477,0.27128,3737.6,4598.5,9.6097,26.933,42.772,2700.6,74.598,120.41,0.68916,81.192,49.436,2628.8,26.153,49.839,3099.0,23.029,62.641,121.86,343.19,94.33,79.372,32.284,9.0647,26.762,7.0082,18.895,1.0005,32.99,13.804,24.745,1.2404,18.719,1.4063,5.0524,2.3467,0.0068996,0.83244,0.074202,53.831,43.63,64.785,55.794,26.83,63.275,22.037,82.205,36.439,46.162,24.161,42.365,16.613,1,2,1
2,1,478,0.26818,3661.0,4617.7,9.818,26.956,42.491,2699.3,74.5,120.39,0.68818,81.251,49.434,2627.1,25.709,48.054,3098.2,22.204,62.663,125.07,342.62,94.271,79.354,32.303,8.9488,26.866,6.8066,18.613,1.0019,33.226,13.754,24.82,1.0491,18.357,1.3637,5.0282,2.4306,0.0068996,0.83244,0.074202,53.831,43.63,62.94,55.848,26.626,62.09,21.609,81.831,36.435,42.03,23.969,41.707,18.575,1,2,1
2,1,479,0.26996,3637.2,4658.5,9.5168,27.263,42.887,2699.7,75.135,120.38,0.69046,81.272,51.061,2628.3,24.106,49.056,3097.5,22.099,62.684,126.99,343.67,94.563,79.274,32.303,8.9488,26.866,6.8066,18.613,1.0019,33.226,13.754,24.82,1.0491,18.357,1.3637,5.0282,2.4306,0.0068996,0.83244,0.074202,53.831,43.63,63.35,55.36,26.451,65.376,22.19,81.553,41.222,44.349,23.894,41.058,18.832,1,2,1
2,1,480,0.26697,3714.3,4666.8,9.6653,26.844,42.411,2699.7,75.401,120.4,0.68411,81.182,49.328,2628.1,23.764,49.926,3098.6,23.757,62.722,127.59,343.1,94.271,78.973,32.062,8.9969,27.378,6.7274,18.479,0.98495,33.023,13.728,25.183,1.493,18.666,1.3704,5.1229,2.4859,0.0068996,0.83244,0.074202,53.831,43.63,63.767,55.954,26.162,62.824,21.908,80.934,36.122,46.363,23.934,41.263,14.915,1,2,1
2,1,481,0.26489,3711.9,4645.5,9.6589,26.86,42.535,2699.1,75.178,120.39,0.68695,81.14,50.176,2627.2,22.606,50.166,3099.0,24.172,62.684,125.21,342.62,94.457,78.96,32.062,8.9969,27.378,6.7274,18.479,0.98495,33.023,13.728,25.183,1.493,18.666,1.3704,5.1229,2.4859,0.0068996,0.83244,0.074202,53.831,43.63,63.808,56.21,26.367,63.059,21.663,80.587,38.619,46.918,24.243,40.831,13.937,1,2,1
2,1,482,0.29142,3719.3,4685.4,9.7692,27.026,43.054,2700.3,74.15,120.43,0.67737,81.105,49.827,2628.1,25.935,49.129,3099.1,22.073,62.677,126.91,343.11,94.178,78.935,32.226,9.0299,27.169,6.8363,18.502,0.96246,33.341,13.806,24.68,1.385,18.264,1.3633,5.0777,2.4282,0.012366,0.82368,0.068384,52.608,43.553,64.485,56.099,28.349,61.474,21.946,80.922,37.591,44.519,23.879,42.517,18.931,1,2,1
2,1,483,0.29091,3737.7,4664.3,9.5943,26.743,42.514,2701.3,75.245,120.4,0.68167,81.164,51.553,2629.8,23.56,49.585,3100.4,22.575,62.673,127.75,343.51,94.329,79.065,32.226,9.0299,27.169,6.8363,18.502,0.96246,33.341,13.806,24.68,1.385,18.264,1.3633,5.0777,2.4282,0.012366,0.82368,0.068384,52.608,43.553,64.168,56.352,28.4,64.299,22.23,80.398,42.671,45.574,23.768,41.826,17.735,1,2,1
2,1,484,0.27432,3721.7,4678.1,9.6447,27.16,43.062,2701.0,75.35,120.41,0.68721,81.299,50.289,2629.1,25.046,49.292,3100.4,22.55,62.708,125.07,342.65,94.174,79.691,32.486,8.9194,27.029,6.9044,18.517,0.97692,33.241,13.788,24.653,1.2146,18.31,1.3692,5.0586,2.3962,0.012366,0.82368,0.068384,52.608,43.553,63.582,56.178,27.012,63.663,21.869,81.738,38.95,44.895,23.966,41.451,17.739,1,2,1
2,1,485,0.27368,3701.6,4718.8,9.6208,26.757,42.672,2702.4,75.156,120.43,0.68647,81.469,47.922,2631.2,23.997,50.422,3102.3,23.344,62.791,125.02,342.85,94.295,79.415,32.486,8.9194,27.029,6.9044,18.517,0.97692,33.241,13.788,24.653,1.2146,18.31,1.3692,5.0586,2.3962,0.012366,0.82368,0.068384,52.608,43.553,63.93,55.691,27.075,63.756,21.908,81.827,31.985,47.512,23.926,42.252,15.855,1,2,1
2,1,486,0.2447,3685.8,4662.9,9.5461,26.937,42.984,2700.4,75.391,120.4,0.68213,81.36,48.602,2629.1,23.821,50.685,3099.8,23.78,62.79,127.34,343.16,94.343,78.882,31.989,9.143,26.739,6.9445,18.743,0.96122,32.865,14.022,25.206,1.2427,18.246,1.3968,5.0001,2.4128,0.012366,0.82368,0.068384,52.608,43.553,63.615,56.37,24.632,65.635,21.873,81.84,33.985,48.119,23.674,41.744,14.849,1,2,1
2,1,487,0.2501,3703.3,4674.9,9.623,26.765,42.737,2697.2,75.143,120.38,0.68616,81.062,49.454,2625.4,24.85,49.309,3097.1,23.364,62.744,122.79,342.57,94.477,78.521,31.989,9.143,26.739,6.9445,18.743,0.96122,32.865,14.022,25.206,1.2427,18.246,1.3968,5.0001,2.4128,0.011202,0.83779,0.05667,53.222,44.244,63.314,56.226,24.101,61.451,21.491,81.348,36.495,44.935,23.804,41.096,15.881,1,2,1
2,1,488,0.29699,3721.1,4656.7,9.4516,26.86,42.66,2695.2,74.919,120.4,0.71125,80.89,50.53,2622.8,25.064,50.816,3094.9,22.529,62.645,124.12,342.45,94.505,79.058,32.426,8.8603,26.66,6.8015,18.972,1.0293,32.607,13.75,24.507,1.0541,18.764,1.3652,5.0596,2.5141,0.011202,0.83779,0.05667,53.222,44.244,62.615,55.913,28.848,63.563,21.797,84.657,39.66,48.423,23.548,41.393,17.855,1,2,1
2,1,489,0.29288,3673.2,4662.2,9.7085,26.706,42.544,2697.1,73.777,120.39,0.7142,81.058,50.704,2625.2,25.143,49.643,3095.7,23.461,62.605,123.75,342.46,94.574,79.147,32.426,8.8603,26.66,6.8015,18.972,1.0293,32.607,13.75,24.507,1.0541,18.764,1.3652,5.0596,2.5141,0.011202,0.83779,0.05667,53.222,44.244,63.439,55.848,29.252,63.549,21.681,84.297,40.171,45.708,23.442,40.97,15.643,1,2,1
2,1,490,0.25165,3712.3,4607.7,9.5913,26.711,42.53,2698.4,76.324,120.4,0.67725,81.198,48.778,2627.2,24.823,50.764,3096.7,23.609,62.581,125.28,343.17,94.477,79.179,32.383,8.8104,26.625,6.8726,18.585,0.96026,33.032,13.912,24.592,1.0888,18.414,1.4221,5.0734,2.4718,0.011202,0.83779,0.05667,53.222,44.244,64.029,55.924,24.955,62.425,21.952,81.623,34.504,48.302,23.17,42.09,15.29,1,2,1
2,1,491,0.25295,3695.8,4639.3,9.7022,27.177,42.964,2697.5,75.516,120.4,0.6818,81.253,49.817,2625.9,23.817,49.237,3097.5,23.452,62.6,123.58,342.64,94.437,79.37,32.383,8.8104,26.625,6.8726,18.585,0.96026,33.032,13.912,24.592,1.0888,18.414,1.4221,5.0734,2.4718,0.011202,0.83779,0.05667,53.222,44.244,64.314,55.545,24.826,64.17,21.793,81.069,37.562,44.768,23.183,41.659,15.647,1,2,1
2,1,492,0.25318,3690.1,4726.4,9.5771,26.868,42.192,2698.3,75.382,120.41,0.69788,81.4,49.276,2626.8,25.603,49.562,3098.7,23.112,62.624,124.5,341.83,94.374,79.139,32.446,9.2314,26.827,6.8662,18.498,1.0209,32.655,13.843,25.016,1.3526,18.608,1.3452,5.1008,2.3736,0.030987,0.82197,0.074699,53.605,44.384,63.83,55.453,25.181,62.883,21.64,83.451,35.969,45.52,23.312,41.535,16.456,1,2,1
2,1,493,0.25639,3686.7,4706.9,9.639,26.665,42.888,2695.5,74.725,120.38,0.69748,81.202,50.173,2624.3,26.191,50.283,3097.1,23.31,62.688,123.72,341.48,94.471,79.073,32.446,9.2314,26.827,6.8662,18.498,1.0209,32.655,13.843,25.016,1.3526,18.608,1.3452,5.1008,2.3736,0.030987,0.82197,0.074699,53.605,44.384,63.89,55.687,24.865,63.481,21.352,83.5,38.61,47.188,23.391,41.172,15.997,1,2,1
2,1,494,0.24491,3713.1,4689.3,9.6295,26.95,42.759,2697.0,75.237,120.39,0.69462,81.424,49.536,2625.0,24.853,49.677,3097.9,23.438,62.696,123.38,341.44,94.416,79.438,32.106,9.0637,26.967,7.0403,18.671,1.0055,33.125,13.766,24.562,1.287,18.447,1.4212,5.1086,2.3492,0.030987,0.82197,0.074699,53.605,44.384,63.503,56.151,24.317,63.806,21.458,82.084,36.736,45.786,23.433,41.57,15.661,1,2,1
2,1,495,0.24578,3723.3,4680.0,9.5121,26.601,42.571,2695.4,74.083,120.4,0.69143,81.258,51.758,2623.6,25.478,49.211,3096.9,23.14,62.699,122.95,341.48,94.412,78.968,32.106,9.0637,26.967,7.0403,18.671,1.0055,33.125,13.766,24.562,1.287,18.447,1.4212,5.1086,2.3492,0.030987,0.82197,0.074699,53.605,44.384,63.326,56.262,24.231,63.669,21.446,82.473,43.275,44.708,23.482,42.186,16.401,1,2,1
2,1,496,0.27654,3655.1,4695.1,9.5956,26.884,42.314,2695.6,75.116,120.36,0.68351,81.225,50.228,2623.1,25.216,50.474,3095.5,23.832,62.715,123.21,341.73,94.621,79.265,32.273,9.0038,26.39,6.7219,19.153,1.0124,32.896,13.863,24.71,1.3074,18.747,1.3874,5.1405,2.4538,0.030987,0.82197,0.074699,53.605,44.384,62.906,55.689,27.51,62.536,21.323,81.348,38.772,47.631,23.469,41.234,14.749,1,2,1
2,1,497,0.27831,3610.1,4658.1,9.6225,26.966,42.722,2698.6,74.361,120.4,0.68329,81.567,50.678,2627.3,23.644,50.344,3099.8,22.695,62.708,123.31,340.94,94.482,79.612,32.273,9.0038,26.39,6.7219,19.153,1.0124,32.896,13.863,24.71,1.3074,18.747,1.3874,5.1405,2.4538,0.0192,0.84091,0.054416,53.257,44.379,63.679,56.131,27.336,60.986,21.5,81.374,40.096,47.33,23.055,41.128,17.399,1,2,1
2,1,498,0.26174,3733.2,4606.5,9.5904,27.064,42.542,2699.0,74.849,120.4,0.69134,81.69,49.501,2628.5,24.545,50.49,3100.1,22.501,62.718,121.19,341.39,94.436,79.228,32.121,8.8968,26.895,6.9592,18.78,0.98315,32.137,13.874,24.577,1.1286,18.628,1.3511,5.0718,2.507,0.0192,0.84091,0.054416,53.257,44.379,64.356,55.543,25.784,63.552,21.835,82.975,36.631,47.668,23.072,41.501,17.867,1,2,1
2,1,499,0.26188,3767.2,4650.0,9.6222,26.672,42.575,2694.5,75.543,120.41,0.69337,81.352,49.088,2622.8,25.963,50.461,3097.8,23.038,62.75,122.06,340.6,94.202,78.887,32.121,8.8968,26.895,6.9592,18.78,0.98315,32.137,13.874,24.577,1.1286,18.628,1.3511,5.0718,2.507,0.0192,0.84091,0.054416,53.257,44.379,63.77,55.023,25.77,63.927,21.101,82.727,35.416,47.602,22.82,41.388,16.622,1,2,1
2,1,500,0.27803,3663.1,4671.4,9.6473,26.7,42.86,2694.8,74.692,120.39,0.69678,81.378,48.175,2622.1,24.482,48.551,3094.1,22.789,62.724,119.35,340.96,94.437,79.022,31.802,8.8289,26.733,6.9249,18.917,0.99616,33.051,13.952,24.732,1.2789,18.235,1.3451,5.1256,2.3385,0.0192,0.84091,0.054416,53.257,44.379,63.519,55.649,27.052,61.67,21.43,82.69,32.73,43.18,22.891,40.736,17.201,1,2,1
3,1,1,0.21894,3708.1,4520.0,9.3634,26.851,42.553,2695.8,74.498,120.41,0.33653,80.19,50.612,2623.5,25.885,49.9,3095.8,23.915,65.282,215.46,337.85,94.635,76.989,31.25,8.8736,26.284,6.9015,18.86,1.6579,32.449,13.996,23.793,1.2444,19.068,2.2398,4.891,2.3353,0.011588,0.84024,0.11592,53.435,44.663,63.459,53.936,21.322,60.641,21.214,40.885,39.901,46.303,43.228,41.162,15.862,0,0,1
3,1,2,0.32847,3669.8,4511.5,9.3173,26.606,42.343,2696.9,75.371,120.4,0.35646,80.329,50.507,2624.3,27.039,50.535,3099.0,22.725,65.255,215.35,337.35,94.775,77.275,31.903,8.9646,26.255,6.7745,18.906,1.6634,33.016,13.65,24.565,1.1479,19.192,2.2082,5.0006,2.2991,0.020998,0.85428,0.07997,53.653,43.623,62.914,53.829,31.902,59.924,20.736,42.104,39.592,47.771,43.489,40.798,18.671,1,20,1
3,1,3,0.32584,3659.4,4510.5,9.3382,26.78,42.624,2696.9,75.825,120.43,0.35679,80.291,48.581,2624.3,23.871,51.708,3099.5,22.097,65.229,213.96,337.29,94.594,77.133,31.903,8.9646,26.255,6.7745,18.906,1.6634,33.016,13.65,24.565,1.1479,19.192,2.2082,5.0006,2.2991,0.020998,0.85428,0.07997,53.653,43.623,63.093,53.841,32.161,61.024,20.768,42.064,33.923,50.486,43.599,40.615,20.176,1,20,1
3,1,4,0.269,3701.0,4485.9,9.4336,26.409,42.178,2696.0,75.97,120.41,0.31639,80.223,50.734,2624.5,26.649,49.394,3097.6,23.132,65.236,214.98,337.76,94.734,77.092,31.832,9.0358,26.344,6.9857,19.148,1.6724,32.307,13.696,24.221,1.3446,18.92,2.2183,4.9031,2.3568,0.020998,0.85428,0.07997,53.653,43.623,63.532,54.005,26.595,59.277,20.931,37.724,40.26,45.132,43.496,40.837,17.731,0,0,1
3,1,5,0.2698,3699.8,4477.6,9.4473,27.031,42.393,2696.4,75.833,120.4,0.31665,80.266,50.843,2623.6,25.348,49.454,3098.8,22.368,65.226,215.2,337.12,94.551,77.15,31.832,9.0358,26.344,6.9857,19.148,1.6724,32.307,13.696,24.221,1.3446,18.92,2.2183,4.9031,2.3568,0.020998,0.85428,0.07997,53.653,43.623,63.553,54.103,26.516,61.277,21.092,37.692,40.579,45.27,43.464,41.09,19.544,0,0,1
3,1,6,0.28114,3607.4,4393.6,9.5402,26.988,41.843,2698.3,74.736,120.42,0.31788,80.322,48.882,2626.0,25.228,50.375,3098.2,22.913,65.194,215.18,337.87,94.672,77.466,31.986,8.7468,26.354,6.9542,18.935,1.6565,32.525,13.936,23.929,1.2298,18.948,2.2194,4.9045,2.2655,0.020998,0.85428,0.07997,53.653,43.623,63.293,54.472,27.39,59.465,21.416,38.56,34.811,47.402,43.453,40.747,18.233,0,0,1
